Notes,Age of Mother,Age of Mother Code,ICD Chapter,ICD Chapter Code,Age of Infant at Death,Age of Infant at Death Code,Gender,Gender Code,Year of Death,Year of Death Code,Deaths,Births,Death Rate
,25-29 years,25-29,External causes of morbidity and mortality,V01-Y89,7 - 27 days,4,Female,F,2008,2008,10,583820,0.02 (Unreliable)
,25-29 years,25-29,External causes of morbidity and mortality,V01-Y89,7 - 27 days,4,Female,F,2009,2009,13,569481,0.02 (Unreliable)
,25-29 years,25-29,External causes of morbidity and mortality,V01-Y89,7 - 27 days,4,Female,F,2010,2010,13,553292,0.02 (Unreliable)
,25-29 years,25-29,External causes of morbidity and mortality,V01-Y89,7 - 27 days,4,Female,F,2011,2011,16,550351,0.03 (Unreliable)
,25-29 years,25-29,External causes of morbidity and mortality,V01-Y89,7 - 27 days,4,Female,F,2012,2012,12,549345,0.02 (Unreliable)
,25-29 years,25-29,External causes of morbidity and mortality,V01-Y89,7 - 27 days,4,Female,F,2013,2013,19,546511,0.03 (Unreliable)
,25-29 years,25-29,External causes of morbidity and mortality,V01-Y89,7 - 27 days,4,Female,F,2014,2014,20,558932,0.04
,25-29 years,25-29,External causes of morbidity and mortality,V01-Y89,7 - 27 days,4,Female,F,2015,2015,12,562592,0.02 (Unreliable)
,25-29 years,25-29,External causes of morbidity and mortality,V01-Y89,7 - 27 days,4,Female,F,2016,2016,20,560735,0.04
,25-29 years,25-29,External causes of morbidity and mortality,V01-Y89,7 - 27 days,4,Female,F,2017,2017,17,548176,0.03 (Unreliable)
,25-29 years,25-29,External causes of morbidity and mortality,V01-Y89,7 - 27 days,4,Female,F,2018,2018,14,537303,0.03 (Unreliable)
,25-29 years,25-29,External causes of morbidity and mortality,V01-Y89,7 - 27 days,4,Female,F,2019,2019,20,526744,0.04
,25-29 years,25-29,External causes of morbidity and mortality,V01-Y89,7 - 27 days,4,Female,F,2020,2020,17,500105,0.03 (Unreliable)
,25-29 years,25-29,External causes of morbidity and mortality,V01-Y89,7 - 27 days,4,Female,F,2021,2021,16,500245,0.03 (Unreliable)
,25-29 years,25-29,External causes of morbidity and mortality,V01-Y89,7 - 27 days,4,Male,M,2007,2007,16,617243,0.03 (Unreliable)
,25-29 years,25-29,External causes of morbidity and mortality,V01-Y89,7 - 27 days,4,Male,M,2008,2008,21,611961,0.03
,25-29 years,25-29,External causes of morbidity and mortality,V01-Y89,7 - 27 days,4,Male,M,2009,2009,Suppressed,597306,Suppressed
,25-29 years,25-29,External causes of morbidity and mortality,V01-Y89,7 - 27 days,4,Male,M,2010,2010,21,580421,0.04
,25-29 years,25-29,External causes of morbidity and mortality,V01-Y89,7 - 27 days,4,Male,M,2011,2011,13,577232,0.02 (Unreliable)
,25-29 years,25-29,External causes of morbidity and mortality,V01-Y89,7 - 27 days,4,Male,M,2012,2012,12,574555,0.02 (Unreliable)
,25-29 years,25-29,External causes of morbidity and mortality,V01-Y89,7 - 27 days,4,Male,M,2013,2013,20,574266,0.03
,25-29 years,25-29,External causes of morbidity and mortality,V01-Y89,7 - 27 days,4,Male,M,2014,2014,10,586460,0.02 (Unreliable)
,25-29 years,25-29,External causes of morbidity and mortality,V01-Y89,7 - 27 days,4,Male,M,2015,2015,Suppressed,589719,Suppressed
,25-29 years,25-29,External causes of morbidity and mortality,V01-Y89,7 - 27 days,4,Male,M,2016,2016,20,588387,0.03
,25-29 years,25-29,External causes of morbidity and mortality,V01-Y89,7 - 27 days,4,Male,M,2017,2017,14,575401,0.02 (Unreliable)
,25-29 years,25-29,External causes of morbidity and mortality,V01-Y89,7 - 27 days,4,Male,M,2018,2018,22,562188,0.04
,25-29 years,25-29,External causes of morbidity and mortality,V01-Y89,7 - 27 days,4,Male,M,2019,2019,23,551353,0.04
,25-29 years,25-29,External causes of morbidity and mortality,V01-Y89,7 - 27 days,4,Male,M,2020,2020,12,524297,0.02 (Unreliable)
,25-29 years,25-29,External causes of morbidity and mortality,V01-Y89,7 - 27 days,4,Male,M,2021,2021,14,523744,0.03 (Unreliable)
,25-29 years,25-29,External causes of morbidity and mortality,V01-Y89,28 - 364 days,5,Female,F,2007,2007,156,591165,0.26
,25-29 years,25-29,External causes of morbidity and mortality,V01-Y89,28 - 364 days,5,Female,F,2008,2008,176,583820,0.3
,25-29 years,25-29,External causes of morbidity and mortality,V01-Y89,28 - 364 days,5,Female,F,2009,2009,129,569481,0.23
,25-29 years,25-29,External causes of morbidity and mortality,V01-Y89,28 - 364 days,5,Female,F,2010,2010,148,553292,0.27
,25-29 years,25-29,External causes of morbidity and mortality,V01-Y89,28 - 364 days,5,Female,F,2011,2011,158,550351,0.29
,25-29 years,25-29,External causes of morbidity and mortality,V01-Y89,28 - 364 days,5,Female,F,2012,2012,133,549345,0.24
,25-29 years,25-29,External causes of morbidity and mortality,V01-Y89,28 - 364 days,5,Female,F,2013,2013,150,546511,0.27
,25-29 years,25-29,External causes of morbidity and mortality,V01-Y89,28 - 364 days,5,Female,F,2014,2014,152,558932,0.27
,25-29 years,25-29,External causes of morbidity and mortality,V01-Y89,28 - 364 days,5,Female,F,2015,2015,176,562592,0.31
,25-29 years,25-29,External causes of morbidity and mortality,V01-Y89,28 - 364 days,5,Female,F,2016,2016,170,560735,0.3
,25-29 years,25-29,External causes of morbidity and mortality,V01-Y89,28 - 364 days,5,Female,F,2017,2017,178,548176,0.32
,25-29 years,25-29,External causes of morbidity and mortality,V01-Y89,28 - 364 days,5,Female,F,2018,2018,166,537303,0.31
,25-29 years,25-29,External causes of morbidity and mortality,V01-Y89,28 - 364 days,5,Female,F,2019,2019,190,526744,0.36
,25-29 years,25-29,External causes of morbidity and mortality,V01-Y89,28 - 364 days,5,Female,F,2020,2020,157,500105,0.31
,25-29 years,25-29,External causes of morbidity and mortality,V01-Y89,28 - 364 days,5,Female,F,2021,2021,166,500245,0.33
,25-29 years,25-29,External causes of morbidity and mortality,V01-Y89,28 - 364 days,5,Male,M,2007,2007,183,617243,0.3
,25-29 years,25-29,External causes of morbidity and mortality,V01-Y89,28 - 364 days,5,Male,M,2008,2008,207,611961,0.34
,25-29 years,25-29,External causes of morbidity and mortality,V01-Y89,28 - 364 days,5,Male,M,2009,2009,201,597306,0.34
,25-29 years,25-29,External causes of morbidity and mortality,V01-Y89,28 - 364 days,5,Male,M,2010,2010,209,580421,0.36
,25-29 years,25-29,External causes of morbidity and mortality,V01-Y89,28 - 364 days,5,Male,M,2011,2011,194,577232,0.34
,25-29 years,25-29,External causes of morbidity and mortality,V01-Y89,28 - 364 days,5,Male,M,2012,2012,200,574555,0.35
,25-29 years,25-29,External causes of morbidity and mortality,V01-Y89,28 - 364 days,5,Male,M,2013,2013,209,574266,0.36
,25-29 years,25-29,External causes of morbidity and mortality,V01-Y89,28 - 364 days,5,Male,M,2014,2014,195,586460,0.33
,25-29 years,25-29,External causes of morbidity and mortality,V01-Y89,28 - 364 days,5,Male,M,2015,2015,234,589719,0.4
,25-29 years,25-29,External causes of morbidity and mortality,V01-Y89,28 - 364 days,5,Male,M,2016,2016,236,588387,0.4
,25-29 years,25-29,External causes of morbidity and mortality,V01-Y89,28 - 364 days,5,Male,M,2017,2017,281,575401,0.49
,25-29 years,25-29,External causes of morbidity and mortality,V01-Y89,28 - 364 days,5,Male,M,2018,2018,247,562188,0.44
,25-29 years,25-29,External causes of morbidity and mortality,V01-Y89,28 - 364 days,5,Male,M,2019,2019,256,551353,0.46
,25-29 years,25-29,External causes of morbidity and mortality,V01-Y89,28 - 364 days,5,Male,M,2020,2020,245,524297,0.47
,25-29 years,25-29,External causes of morbidity and mortality,V01-Y89,28 - 364 days,5,Male,M,2021,2021,241,523744,0.46
,30-34 years,30-34,Certain infectious and parasitic diseases,A00-B99,Under 1 hour,1,Female,F,2007,2007,0,469553,0
,30-34 years,30-34,Certain infectious and parasitic diseases,A00-B99,Under 1 hour,1,Female,F,2008,2008,0,466698,0
,30-34 years,30-34,Certain infectious and parasitic diseases,A00-B99,Under 1 hour,1,Female,F,2009,2009,0,467263,0
,30-34 years,30-34,Certain infectious and parasitic diseases,A00-B99,Under 1 hour,1,Female,F,2010,2010,Suppressed,470420,Suppressed
,30-34 years,30-34,Certain infectious and parasitic diseases,A00-B99,Under 1 hour,1,Female,F,2011,2011,0,481674,0
,30-34 years,30-34,Certain infectious and parasitic diseases,A00-B99,Under 1 hour,1,Female,F,2012,2012,0,495251,0
,30-34 years,30-34,Certain infectious and parasitic diseases,A00-B99,Under 1 hour,1,Female,F,2013,2013,0,506220,0
,30-34 years,30-34,Certain infectious and parasitic diseases,A00-B99,Under 1 hour,1,Female,F,2014,2014,0,527591,0
,30-34 years,30-34,Certain infectious and parasitic diseases,A00-B99,Under 1 hour,1,Female,F,2015,2015,0,534264,0
,30-34 years,30-34,Certain infectious and parasitic diseases,A00-B99,Under 1 hour,1,Female,F,2016,2016,0,542558,0
,30-34 years,30-34,Certain infectious and parasitic diseases,A00-B99,Under 1 hour,1,Female,F,2017,2017,0,533062,0
,30-34 years,30-34,Certain infectious and parasitic diseases,A00-B99,Under 1 hour,1,Female,F,2018,2018,0,533397,0
,30-34 years,30-34,Certain infectious and parasitic diseases,A00-B99,Under 1 hour,1,Female,F,2019,2019,0,532182,0
,30-34 years,30-34,Certain infectious and parasitic diseases,A00-B99,Under 1 hour,1,Female,F,2020,2020,0,522569,0
,30-34 years,30-34,Certain infectious and parasitic diseases,A00-B99,Under 1 hour,1,Female,F,2021,2021,0,544343,0
,30-34 years,30-34,Certain infectious and parasitic diseases,A00-B99,Under 1 hour,1,Male,M,2007,2007,0,492378,0
,30-34 years,30-34,Certain infectious and parasitic diseases,A00-B99,Under 1 hour,1,Male,M,2008,2008,0,490025,0
,30-34 years,30-34,Certain infectious and parasitic diseases,A00-B99,Under 1 hour,1,Male,M,2009,2009,0,487983,0
,30-34 years,30-34,Certain infectious and parasitic diseases,A00-B99,Under 1 hour,1,Male,M,2010,2010,0,491750,0
,30-34 years,30-34,Certain infectious and parasitic diseases,A00-B99,Under 1 hour,1,Male,M,2011,2011,0,505008,0
,30-34 years,30-34,Certain infectious and parasitic diseases,A00-B99,Under 1 hour,1,Male,M,2012,2012,0,518165,0
,30-34 years,30-34,Certain infectious and parasitic diseases,A00-B99,Under 1 hour,1,Male,M,2013,2013,0,530707,0
,30-34 years,30-34,Certain infectious and parasitic diseases,A00-B99,Under 1 hour,1,Male,M,2014,2014,0,553467,0
,30-34 years,30-34,Certain infectious and parasitic diseases,A00-B99,Under 1 hour,1,Male,M,2015,2015,0,560429,0
,30-34 years,30-34,Certain infectious and parasitic diseases,A00-B99,Under 1 hour,1,Male,M,2016,2016,0,568484,0
,30-34 years,30-34,Certain infectious and parasitic diseases,A00-B99,Under 1 hour,1,Male,M,2017,2017,0,558855,0
,30-34 years,30-34,Certain infectious and parasitic diseases,A00-B99,Under 1 hour,1,Male,M,2018,2018,0,557300,0
,30-34 years,30-34,Certain infectious and parasitic diseases,A00-B99,Under 1 hour,1,Male,M,2019,2019,0,557099,0
,30-34 years,30-34,Certain infectious and parasitic diseases,A00-B99,Under 1 hour,1,Male,M,2020,2020,0,547415,0
,30-34 years,30-34,Certain infectious and parasitic diseases,A00-B99,Under 1 hour,1,Male,M,2021,2021,Suppressed,570712,Suppressed
,30-34 years,30-34,Certain infectious and parasitic diseases,A00-B99,1 - 23 hours,2,Female,F,2007,2007,0,469553,0
,30-34 years,30-34,Certain infectious and parasitic diseases,A00-B99,1 - 23 hours,2,Female,F,2008,2008,0,466698,0
,30-34 years,30-34,Certain infectious and parasitic diseases,A00-B99,1 - 23 hours,2,Female,F,2009,2009,0,467263,0
,30-34 years,30-34,Certain infectious and parasitic diseases,A00-B99,1 - 23 hours,2,Female,F,2010,2010,Suppressed,470420,Suppressed
,30-34 years,30-34,Certain infectious and parasitic diseases,A00-B99,1 - 23 hours,2,Female,F,2011,2011,0,481674,0
,30-34 years,30-34,Certain infectious and parasitic diseases,A00-B99,1 - 23 hours,2,Female,F,2012,2012,0,495251,0
,30-34 years,30-34,Certain infectious and parasitic diseases,A00-B99,1 - 23 hours,2,Female,F,2013,2013,0,506220,0
,30-34 years,30-34,Certain infectious and parasitic diseases,A00-B99,1 - 23 hours,2,Female,F,2014,2014,0,527591,0
,30-34 years,30-34,Certain infectious and parasitic diseases,A00-B99,1 - 23 hours,2,Female,F,2015,2015,0,534264,0
,30-34 years,30-34,Certain infectious and parasitic diseases,A00-B99,1 - 23 hours,2,Female,F,2016,2016,Suppressed,542558,Suppressed
,30-34 years,30-34,Certain infectious and parasitic diseases,A00-B99,1 - 23 hours,2,Female,F,2017,2017,0,533062,0
,30-34 years,30-34,Certain infectious and parasitic diseases,A00-B99,1 - 23 hours,2,Female,F,2018,2018,0,533397,0
,30-34 years,30-34,Certain infectious and parasitic diseases,A00-B99,1 - 23 hours,2,Female,F,2019,2019,0,532182,0
,30-34 years,30-34,Certain infectious and parasitic diseases,A00-B99,1 - 23 hours,2,Female,F,2020,2020,Suppressed,522569,Suppressed
,30-34 years,30-34,Certain infectious and parasitic diseases,A00-B99,1 - 23 hours,2,Female,F,2021,2021,Suppressed,544343,Suppressed
,30-34 years,30-34,Certain infectious and parasitic diseases,A00-B99,1 - 23 hours,2,Male,M,2007,2007,Suppressed,492378,Suppressed
,30-34 years,30-34,Certain infectious and parasitic diseases,A00-B99,1 - 23 hours,2,Male,M,2008,2008,0,490025,0
,30-34 years,30-34,Certain infectious and parasitic diseases,A00-B99,1 - 23 hours,2,Male,M,2009,2009,0,487983,0
,30-34 years,30-34,Certain infectious and parasitic diseases,A00-B99,1 - 23 hours,2,Male,M,2010,2010,0,491750,0
,30-34 years,30-34,Certain infectious and parasitic diseases,A00-B99,1 - 23 hours,2,Male,M,2011,2011,0,505008,0
,30-34 years,30-34,Certain infectious and parasitic diseases,A00-B99,1 - 23 hours,2,Male,M,2012,2012,0,518165,0
,30-34 years,30-34,Certain infectious and parasitic diseases,A00-B99,1 - 23 hours,2,Male,M,2013,2013,0,530707,0
,30-34 years,30-34,Certain infectious and parasitic diseases,A00-B99,1 - 23 hours,2,Male,M,2014,2014,Suppressed,553467,Suppressed
,30-34 years,30-34,Certain infectious and parasitic diseases,A00-B99,1 - 23 hours,2,Male,M,2015,2015,Suppressed,560429,Suppressed
,30-34 years,30-34,Certain infectious and parasitic diseases,A00-B99,1 - 23 hours,2,Male,M,2016,2016,0,568484,0
,30-34 years,30-34,Certain infectious and parasitic diseases,A00-B99,1 - 23 hours,2,Male,M,2017,2017,0,558855,0
,30-34 years,30-34,Certain infectious and parasitic diseases,A00-B99,1 - 23 hours,2,Male,M,2018,2018,0,557300,0
,30-34 years,30-34,Certain infectious and parasitic diseases,A00-B99,1 - 23 hours,2,Male,M,2019,2019,0,557099,0
,30-34 years,30-34,Certain infectious and parasitic diseases,A00-B99,1 - 23 hours,2,Male,M,2020,2020,0,547415,0
,30-34 years,30-34,Certain infectious and parasitic diseases,A00-B99,1 - 23 hours,2,Male,M,2021,2021,Suppressed,570712,Suppressed
,30-34 years,30-34,Certain infectious and parasitic diseases,A00-B99,1 - 6 days,3,Female,F,2007,2007,0,469553,0
,30-34 years,30-34,Certain infectious and parasitic diseases,A00-B99,1 - 6 days,3,Female,F,2008,2008,0,466698,0
,30-34 years,30-34,Certain infectious and parasitic diseases,A00-B99,1 - 6 days,3,Female,F,2009,2009,0,467263,0
,30-34 years,30-34,Certain infectious and parasitic diseases,A00-B99,1 - 6 days,3,Female,F,2010,2010,Suppressed,470420,Suppressed
,30-34 years,30-34,Certain infectious and parasitic diseases,A00-B99,1 - 6 days,3,Female,F,2011,2011,Suppressed,481674,Suppressed
,30-34 years,30-34,Certain infectious and parasitic diseases,A00-B99,1 - 6 days,3,Female,F,2012,2012,Suppressed,495251,Suppressed
,30-34 years,30-34,Certain infectious and parasitic diseases,A00-B99,1 - 6 days,3,Female,F,2013,2013,Suppressed,506220,Suppressed
,30-34 years,30-34,Certain infectious and parasitic diseases,A00-B99,1 - 6 days,3,Female,F,2014,2014,0,527591,0
,30-34 years,30-34,Certain infectious and parasitic diseases,A00-B99,1 - 6 days,3,Female,F,2015,2015,0,534264,0
,30-34 years,30-34,Certain infectious and parasitic diseases,A00-B99,1 - 6 days,3,Female,F,2016,2016,Suppressed,542558,Suppressed
,30-34 years,30-34,Certain infectious and parasitic diseases,A00-B99,1 - 6 days,3,Female,F,2017,2017,0,533062,0
,30-34 years,30-34,Certain infectious and parasitic diseases,A00-B99,1 - 6 days,3,Female,F,2018,2018,0,533397,0
,30-34 years,30-34,Certain infectious and parasitic diseases,A00-B99,1 - 6 days,3,Female,F,2019,2019,0,532182,0
,30-34 years,30-34,Certain infectious and parasitic diseases,A00-B99,1 - 6 days,3,Female,F,2020,2020,0,522569,0
,30-34 years,30-34,Certain infectious and parasitic diseases,A00-B99,1 - 6 days,3,Female,F,2021,2021,0,544343,0
,30-34 years,30-34,Certain infectious and parasitic diseases,A00-B99,1 - 6 days,3,Male,M,2007,2007,0,492378,0
,30-34 years,30-34,Certain infectious and parasitic diseases,A00-B99,1 - 6 days,3,Male,M,2008,2008,0,490025,0
,30-34 years,30-34,Certain infectious and parasitic diseases,A00-B99,1 - 6 days,3,Male,M,2009,2009,0,487983,0
,30-34 years,30-34,Certain infectious and parasitic diseases,A00-B99,1 - 6 days,3,Male,M,2010,2010,Suppressed,491750,Suppressed
,30-34 years,30-34,Certain infectious and parasitic diseases,A00-B99,1 - 6 days,3,Male,M,2011,2011,Suppressed,505008,Suppressed
,30-34 years,30-34,Certain infectious and parasitic diseases,A00-B99,1 - 6 days,3,Male,M,2012,2012,Suppressed,518165,Suppressed
,30-34 years,30-34,Certain infectious and parasitic diseases,A00-B99,1 - 6 days,3,Male,M,2013,2013,Suppressed,530707,Suppressed
,30-34 years,30-34,Certain infectious and parasitic diseases,A00-B99,1 - 6 days,3,Male,M,2014,2014,Suppressed,553467,Suppressed
,30-34 years,30-34,Certain infectious and parasitic diseases,A00-B99,1 - 6 days,3,Male,M,2015,2015,0,560429,0
,30-34 years,30-34,Certain infectious and parasitic diseases,A00-B99,1 - 6 days,3,Male,M,2016,2016,0,568484,0
,30-34 years,30-34,Certain infectious and parasitic diseases,A00-B99,1 - 6 days,3,Male,M,2017,2017,Suppressed,558855,Suppressed
,30-34 years,30-34,Certain infectious and parasitic diseases,A00-B99,1 - 6 days,3,Male,M,2018,2018,0,557300,0
,30-34 years,30-34,Certain infectious and parasitic diseases,A00-B99,1 - 6 days,3,Male,M,2019,2019,Suppressed,557099,Suppressed
,30-34 years,30-34,Certain infectious and parasitic diseases,A00-B99,1 - 6 days,3,Male,M,2020,2020,0,547415,0
,30-34 years,30-34,Certain infectious and parasitic diseases,A00-B99,1 - 6 days,3,Male,M,2021,2021,0,570712,0
,30-34 years,30-34,Certain infectious and parasitic diseases,A00-B99,7 - 27 days,4,Female,F,2007,2007,Suppressed,469553,Suppressed
,30-34 years,30-34,Certain infectious and parasitic diseases,A00-B99,7 - 27 days,4,Female,F,2008,2008,Suppressed,466698,Suppressed
,30-34 years,30-34,Certain infectious and parasitic diseases,A00-B99,7 - 27 days,4,Female,F,2009,2009,Suppressed,467263,Suppressed
,30-34 years,30-34,Certain infectious and parasitic diseases,A00-B99,7 - 27 days,4,Female,F,2010,2010,Suppressed,470420,Suppressed
,30-34 years,30-34,Certain infectious and parasitic diseases,A00-B99,7 - 27 days,4,Female,F,2011,2011,Suppressed,481674,Suppressed
,30-34 years,30-34,Certain infectious and parasitic diseases,A00-B99,7 - 27 days,4,Female,F,2012,2012,Suppressed,495251,Suppressed
,30-34 years,30-34,Certain infectious and parasitic diseases,A00-B99,7 - 27 days,4,Female,F,2013,2013,Suppressed,506220,Suppressed
,30-34 years,30-34,Certain infectious and parasitic diseases,A00-B99,7 - 27 days,4,Female,F,2014,2014,Suppressed,527591,Suppressed
,30-34 years,30-34,Certain infectious and parasitic diseases,A00-B99,7 - 27 days,4,Female,F,2015,2015,Suppressed,534264,Suppressed
,30-34 years,30-34,Certain infectious and parasitic diseases,A00-B99,7 - 27 days,4,Female,F,2016,2016,Suppressed,542558,Suppressed
,30-34 years,30-34,Certain infectious and parasitic diseases,A00-B99,7 - 27 days,4,Female,F,2017,2017,0,533062,0
,30-34 years,30-34,Certain infectious and parasitic diseases,A00-B99,7 - 27 days,4,Female,F,2018,2018,0,533397,0
,30-34 years,30-34,Certain infectious and parasitic diseases,A00-B99,7 - 27 days,4,Female,F,2019,2019,Suppressed,532182,Suppressed
,30-34 years,30-34,Certain infectious and parasitic diseases,A00-B99,7 - 27 days,4,Female,F,2020,2020,Suppressed,522569,Suppressed
,30-34 years,30-34,Certain infectious and parasitic diseases,A00-B99,7 - 27 days,4,Female,F,2021,2021,Suppressed,544343,Suppressed
,30-34 years,30-34,Certain infectious and parasitic diseases,A00-B99,7 - 27 days,4,Male,M,2007,2007,Suppressed,492378,Suppressed
,30-34 years,30-34,Certain infectious and parasitic diseases,A00-B99,7 - 27 days,4,Male,M,2008,2008,Suppressed,490025,Suppressed
,30-34 years,30-34,Certain infectious and parasitic diseases,A00-B99,7 - 27 days,4,Male,M,2009,2009,Suppressed,487983,Suppressed
,30-34 years,30-34,Certain infectious and parasitic diseases,A00-B99,7 - 27 days,4,Male,M,2010,2010,Suppressed,491750,Suppressed
,30-34 years,30-34,Certain infectious and parasitic diseases,A00-B99,7 - 27 days,4,Male,M,2011,2011,Suppressed,505008,Suppressed
,30-34 years,30-34,Certain infectious and parasitic diseases,A00-B99,7 - 27 days,4,Male,M,2012,2012,Suppressed,518165,Suppressed
,30-34 years,30-34,Certain infectious and parasitic diseases,A00-B99,7 - 27 days,4,Male,M,2013,2013,Suppressed,530707,Suppressed
,30-34 years,30-34,Certain infectious and parasitic diseases,A00-B99,7 - 27 days,4,Male,M,2014,2014,0,553467,0
,30-34 years,30-34,Certain infectious and parasitic diseases,A00-B99,7 - 27 days,4,Male,M,2015,2015,Suppressed,560429,Suppressed
,30-34 years,30-34,Certain infectious and parasitic diseases,A00-B99,7 - 27 days,4,Male,M,2016,2016,Suppressed,568484,Suppressed
,30-34 years,30-34,Certain infectious and parasitic diseases,A00-B99,7 - 27 days,4,Male,M,2017,2017,Suppressed,558855,Suppressed
,30-34 years,30-34,Certain infectious and parasitic diseases,A00-B99,7 - 27 days,4,Male,M,2018,2018,Suppressed,557300,Suppressed
,30-34 years,30-34,Certain infectious and parasitic diseases,A00-B99,7 - 27 days,4,Male,M,2019,2019,Suppressed,557099,Suppressed
,30-34 years,30-34,Certain infectious and parasitic diseases,A00-B99,7 - 27 days,4,Male,M,2020,2020,Suppressed,547415,Suppressed
,30-34 years,30-34,Certain infectious and parasitic diseases,A00-B99,7 - 27 days,4,Male,M,2021,2021,Suppressed,570712,Suppressed
,30-34 years,30-34,Certain infectious and parasitic diseases,A00-B99,28 - 364 days,5,Female,F,2007,2007,28,469553,0.06
,30-34 years,30-34,Certain infectious and parasitic diseases,A00-B99,28 - 364 days,5,Female,F,2008,2008,31,466698,0.07
,30-34 years,30-34,Certain infectious and parasitic diseases,A00-B99,28 - 364 days,5,Female,F,2009,2009,55,467263,0.12
,30-34 years,30-34,Certain infectious and parasitic diseases,A00-B99,28 - 364 days,5,Female,F,2010,2010,48,470420,0.1
,30-34 years,30-34,Certain infectious and parasitic diseases,A00-B99,28 - 364 days,5,Female,F,2011,2011,43,481674,0.09
,30-34 years,30-34,Certain infectious and parasitic diseases,A00-B99,28 - 364 days,5,Female,F,2012,2012,50,495251,0.1
,30-34 years,30-34,Certain infectious and parasitic diseases,A00-B99,28 - 364 days,5,Female,F,2013,2013,31,506220,0.06
,30-34 years,30-34,Certain infectious and parasitic diseases,A00-B99,28 - 364 days,5,Female,F,2014,2014,54,527591,0.1
,30-34 years,30-34,Certain infectious and parasitic diseases,A00-B99,28 - 364 days,5,Female,F,2015,2015,46,534264,0.09
,30-34 years,30-34,Certain infectious and parasitic diseases,A00-B99,28 - 364 days,5,Female,F,2016,2016,56,542558,0.1
,30-34 years,30-34,Certain infectious and parasitic diseases,A00-B99,28 - 364 days,5,Female,F,2017,2017,39,533062,0.07
,30-34 years,30-34,Certain infectious and parasitic diseases,A00-B99,28 - 364 days,5,Female,F,2018,2018,43,533397,0.08
,30-34 years,30-34,Certain infectious and parasitic diseases,A00-B99,28 - 364 days,5,Female,F,2019,2019,50,532182,0.09
,30-34 years,30-34,Certain infectious and parasitic diseases,A00-B99,28 - 364 days,5,Female,F,2020,2020,38,522569,0.07
,30-34 years,30-34,Certain infectious and parasitic diseases,A00-B99,28 - 364 days,5,Female,F,2021,2021,44,544343,0.08
,30-34 years,30-34,Certain infectious and parasitic diseases,A00-B99,28 - 364 days,5,Male,M,2007,2007,41,492378,0.08
,30-34 years,30-34,Certain infectious and parasitic diseases,A00-B99,28 - 364 days,5,Male,M,2008,2008,42,490025,0.09
,30-34 years,30-34,Certain infectious and parasitic diseases,A00-B99,28 - 364 days,5,Male,M,2009,2009,66,487983,0.14
,30-34 years,30-34,Certain infectious and parasitic diseases,A00-B99,28 - 364 days,5,Male,M,2010,2010,69,491750,0.14
,30-34 years,30-34,Certain infectious and parasitic diseases,A00-B99,28 - 364 days,5,Male,M,2011,2011,55,505008,0.11
,30-34 years,30-34,Certain infectious and parasitic diseases,A00-B99,28 - 364 days,5,Male,M,2012,2012,51,518165,0.1
,30-34 years,30-34,Certain infectious and parasitic diseases,A00-B99,28 - 364 days,5,Male,M,2013,2013,58,530707,0.11
,30-34 years,30-34,Certain infectious and parasitic diseases,A00-B99,28 - 364 days,5,Male,M,2014,2014,44,553467,0.08
,30-34 years,30-34,Certain infectious and parasitic diseases,A00-B99,28 - 364 days,5,Male,M,2015,2015,64,560429,0.11
,30-34 years,30-34,Certain infectious and parasitic diseases,A00-B99,28 - 364 days,5,Male,M,2016,2016,64,568484,0.11
,30-34 years,30-34,Certain infectious and parasitic diseases,A00-B99,28 - 364 days,5,Male,M,2017,2017,61,558855,0.11
,30-34 years,30-34,Certain infectious and parasitic diseases,A00-B99,28 - 364 days,5,Male,M,2018,2018,53,557300,0.1
,30-34 years,30-34,Certain infectious and parasitic diseases,A00-B99,28 - 364 days,5,Male,M,2019,2019,56,557099,0.1
,30-34 years,30-34,Certain infectious and parasitic diseases,A00-B99,28 - 364 days,5,Male,M,2020,2020,55,547415,0.1
,30-34 years,30-34,Certain infectious and parasitic diseases,A00-B99,28 - 364 days,5,Male,M,2021,2021,51,570712,0.09
,30-34 years,30-34,Neoplasms,C00-D48,Under 1 hour,1,Female,F,2007,2007,Suppressed,469553,Suppressed
,30-34 years,30-34,Neoplasms,C00-D48,Under 1 hour,1,Female,F,2008,2008,Suppressed,466698,Suppressed
,30-34 years,30-34,Neoplasms,C00-D48,Under 1 hour,1,Female,F,2009,2009,Suppressed,467263,Suppressed
,30-34 years,30-34,Neoplasms,C00-D48,Under 1 hour,1,Female,F,2010,2010,Suppressed,470420,Suppressed
,30-34 years,30-34,Neoplasms,C00-D48,Under 1 hour,1,Female,F,2011,2011,Suppressed,481674,Suppressed
,30-34 years,30-34,Neoplasms,C00-D48,Under 1 hour,1,Female,F,2012,2012,Suppressed,495251,Suppressed
,30-34 years,30-34,Neoplasms,C00-D48,Under 1 hour,1,Female,F,2013,2013,0,506220,0
,30-34 years,30-34,Neoplasms,C00-D48,Under 1 hour,1,Female,F,2014,2014,Suppressed,527591,Suppressed
,30-34 years,30-34,Neoplasms,C00-D48,Under 1 hour,1,Female,F,2015,2015,0,534264,0
,30-34 years,30-34,Neoplasms,C00-D48,Under 1 hour,1,Female,F,2016,2016,0,542558,0
,30-34 years,30-34,Neoplasms,C00-D48,Under 1 hour,1,Female,F,2017,2017,Suppressed,533062,Suppressed
